2017-01-01T00:00 0
2017-02-01T00:00 0
2017-03-01T00:00 0
2017-04-01T00:00 0
2017-05-01T00:00 0
2017-06-01T00:00 0
2017-07-01T00:00 0
2017-08-01T00:00 0
2017-09-01T00:00 0
2017-10-01T00:00 2120
2017-11-01T00:00 127
2017-12-01T00:00 874
2018-01-01T00:00 0
2018-02-01T00:00 0
2018-03-01T00:00 0
2018-04-01T00:00 0
2018-05-01T00:00 0
2018-06-01T00:00 0
2018-07-01T00:00 0
2018-08-01T00:00 0
2018-09-01T00:00 617
2018-10-01T00:00 0
2018-11-01T00:00 0
2018-12-01T00:00 0
2019-01-01T00:00 0
2019-02-01T00:00 187
2019-03-01T00:00 0
2019-04-01T00:00 0
2019-05-01T00:00 0
2019-06-01T00:00 0
2019-07-01T00:00 0
2019-08-01T00:00 0
2019-09-01T00:00 0
2019-10-01T00:00 650
2019-11-01T00:00 0
2019-12-01T00:00 786
2020-01-01T00:00 259
2020-02-01T00:00 0
2020-03-01T00:00 279
2020-04-01T00:00 0
2020-05-01T00:00 161
2020-06-01T00:00 1088
2020-07-01T00:00 0
2020-08-01T00:00 0
2020-09-01T00:00 0
2020-10-01T00:00 1650
2020-11-01T00:00 445
2020-12-01T00:00 476
2021-01-01T00:00 0
2021-02-01T00:00 0
2021-03-01T00:00 0
2021-04-01T00:00 155
2021-05-01T00:00 245
2021-06-01T00:00 2720
2021-07-01T00:00 2415
2021-08-01T00:00 946
2021-09-01T00:00 0
2021-10-01T00:00 0
2021-11-01T00:00 0
2021-12-01T00:00 0
